"MZ","intensity"
5000,3.92901515714431
5002,2.66879823405796
5005,-11.1239118286873
5007,6.7223390364169
5010,-8.5808427509368
5012,-0.354757725853021
5015,-2.10577124878503
5017,10.3049525813981
5020,3.84728305701468
5022,-11.0848594624788
5025,2.69432049903396
5027,-2.04591708952333
5030,0.958027882413164
5032,2.96518672405818
5035,-5.51838874199942
5037,6.92669840448793
5040,2.67039735066755
5042,3.64813449819544
5045,-2.09571137217402
5047,13.0052239371435
5050.1,-3.66323294264466
5052.1,6.63284151447483
5055.1,7.69916187216331
5057.1,-2.26975542726859
5060.1,-0.121912228293107
5062.1,-5.44813969951522
5065.1,-3.44940015063572
5067.1,7.63324444524802
5070.1,-2.80056656821776
5072.1,6.48861865793875
5075.1,4.71177115075005
5077.1,4.92017436040918
5080.1,4.33846033709133
5082.1,6.75148528458642
5085.1,-4.64257572264799
5087.1,1.05407866629952
5090.1,-6.67615659802626
5092.1,-7.20780400700639
5095.1,-4.24824694756367
5097.1,-5.60203595217513
5100.1,-3.76810785728971
5102.1,0.939207313718745
5105.1,-5.52375244694189
5107.1,5.45390761035965
5110.1,-0.110081147624495
5112.1,3.01021354650707
5115.1,-2.06395308366754
5117.1,9.19990127087338
5120.1,1.75758492933119
5122.1,-2.00287304882315
5125.1,5.72829931925354
5127.1,-5.71107016581034
5130.1,10.7947624629989
5132.1,7.83816281388814
5135.1,7.70804732023464
5137.1,-5.28073502798883
5140.1,-1.92642880997989
5142.1,2.25238258383547
5145.1,2.41017300328026
5147.1,15.8651329292648
5150.2,0.948600773309028
5152.2,-11.8227461393078
5155.2,-1.27852431130785
5157.2,4.08306958407299
5160.2,-3.04818092276661
5162.2,6.58673788221302
5165.2,-13.8611125292307
5167.2,4.8673933030936
5170.2,-2.31959153831372
5172.2,6.60057800857253
5175.2,-7.46560059111057
5177.2,0.232599194662725
5180.2,-10.3044246089767
5182.2,8.66866103296012
5185.2,-7.2420217412578
5187.2,-0.937028963476909
5190.2,-5.71271978551161
5192.2,5.85385652196948
5195.2,3.97669936435978
5197.2,8.71858068909608
5200.2,5.19465475957104
5202.2,-1.0769106072651
5205.2,2.02891849087405
5207.2,3.5924765934037
5210.2,1.85383391211731
5212.2,11.5992654677763
5215.2,10.5513217067824
5217.2,-1.66526713911606
5220.2,7.47489054898463
5222.2,5.20725640513755
5225.2,13.6081200227448
5227.2,0.232695527799293
5230.2,0.294279065581705
5232.2,7.95370065014313
5235.2,3.53736750576105
5237.2,-4.38625807713442
5240.2,21.5413919104051
5242.2,4.63314930244992
5245.2,12.323213676533
5247.2,8.40956730173564
5250.3,-2.02216518874451
5252.3,5.58821775967291
5255.3,2.03871389082799
5257.3,15.1651487471856
5260.3,20.0955459511368
5262.3,21.2109721916675
5265.3,17.5230517643625
5267.3,15.0536449052425
5270.3,48.6727704301748
5272.3,54.2259677905754
5275.3,69.5843288094777
5277.3,43.8845048077215
5280.3,40.144887090209
5282.3,29.975557775813
5285.3,9.66389262076979
5287.3,14.9785125964072
5290.3,1.71516804794127
5292.3,16.7346661822025
5295.3,3.63506807884244
5297.3,-2.92561019794345
5300.3,0.247907951092492
5302.3,-0.400380272075217
5305.3,5.62024997473766
5307.3,-2.87333934010086
5310.3,0.405455771295435
5312.3,3.57645925916037
5315.3,13.4955369388787
5317.3,3.75020492714713
5320.3,2.91629571180869
5322.3,3.32352878338105
5325.3,7.30128866675128
5327.3,-2.61499966550092
5330.3,1.47674379193028
5332.3,5.90677814335347
5335.3,-4.7546564382626
5337.3,13.2911192802602
5340.3,7.53374157566392
5342.3,2.52165150881384
5345.3,6.5308635023955
5347.3,3.22141168254666
5350.4,5.79206534373023
5352.4,-1.32584184085404
5355.4,-0.647755749843135
5357.4,11.8484742144596
5360.4,7.81611619586087
5362.4,6.34827742059294
5365.4,11.00817923959
5367.4,5.64158907235427
5370.4,-1.68134353207641
5372.4,14.965339343009
5375.4,10.8773692360138
5377.4,13.0023868685184
5380.4,6.07282469873984
5382.4,1.25617285930383
5385.4,-4.51682697161285
5387.4,3.36982001203611
5390.4,9.56579837183966
5392.4,6.53937547334614
5395.4,-0.789073432269279
5397.4,0.610964838227383
5400.4,-3.16807396245885
5402.4,-1.63970210179448
5405.4,5.7531936784573
5407.4,-2.1213708121616
5410.4,-0.351661290873714
5412.4,6.75451926595596
5415.4,5.49654260606204
5417.4,-0.878041736943624
5420.4,15.3925197098635
5422.4,-3.07361369502551
5425.4,4.54129159213535
5427.4,-2.16689319509145
5430.4,9.21943717069224
5432.4,1.3904945826473
5435.4,-8.70566615899086
5437.4,-6.0246819854502
5440.4,-7.1993142078617
5442.4,-0.61729192304148
5445.4,9.85245875383175
5447.4,-1.49768202854983
5450.5,7.44405775676753
5452.5,7.62866488714732
5455.5,1.34283131512084
5457.5,5.85722406726047
5460.5,-3.50729413841511
5462.5,-2.82583813859915
5465.5,-5.52776201699155
5467.5,7.38597822287725
5470.5,-3.48165975195318
5472.5,6.95555385233087
5475.5,-14.0306560672542
5477.5,-2.78312510215372
5480.5,10.3002651535737
5482.5,-6.55448499470181
5485.5,-3.50771633791305
5487.5,7.22509398408841
5490.5,-4.83164474818064
5492.5,1.22288768620649
5495.5,-0.84226300005965
5497.5,8.00416416472292
5500.5,-5.61833240145722
5502.5,5.5779905304665
5505.5,0.892445066004806
5507.5,-6.85664010368846
5510.5,2.83515330865186
5512.5,2.82857304170229
