"MZ","intensity"
5515.5,3.55929837118793
5517.5,0.159375783057134
5520.5,-0.37197733375223
5522.5,0.47617367573063
5525.5,-0.523124955515079
5527.5,3.7722747610356
5530.5,0.187972353926824
5532.5,-1.5981090074175
5535.5,6.31026187048507
5537.5,-2.9008112549394
5540.5,2.49358197550691
5542.5,4.27401594436068
5545.5,-0.795318274232907
5547.5,7.68939094062259
5550.6,-4.26924318746047
5552.6,-2.58709836341216
5555.6,-6.72416696470505
5557.6,5.24238463407869
5560.6,-2.67938304874906
5562.6,-4.3345913511165
5565.6,-1.53790095899528
5567.6,3.20181220016786
5570.6,-3.37325268756755
5572.6,-8.71769056125992
5575.6,7.87491414128626
5577.6,3.49380113508209
5580.6,-1.24585995763827
5582.6,5.25579122970699
5585.6,-1.84392109352616
5587.6,2.6906100673598
5590.6,-7.9170577016569
5592.6,3.7218101988239
5595.6,2.59798507044343
5597.6,-0.738899532057472
5600.6,-3.47202929527926
5602.6,-0.255889895121991
5605.6,0.188247216743237
5607.6,-2.93606687382003
5610.6,6.13130771186421
5612.6,-4.38097427794629
5615.6,5.29210222793535
5617.6,3.76704184726657
5620.6,1.45723971400982
5622.6,6.28040279702174
5625.6,-2.87654476014864
5627.6,9.99110964372963
5630.6,0.270333601365846
5632.6,9.41008666766713
5635.6,-4.56911183017915
5637.6,-5.50369897793034
5640.6,-11.2021390526187
5642.6,5.54559639268806
5645.6,0.789578528769081
5647.6,-1.91098400089498
5650.7,13.612060966051
5652.7,1.35013293185198
5655.7,-5.53659664862946
5657.7,0.458218014653387
5660.7,7.94521096989569
5662.7,7.36558425615244
5665.7,-12.0031935772771
5667.7,5.54510421713569
5670.7,0.805480916689336
5672.7,-1.34390584374107
5675.7,0.444402662016973
5677.7,6.66274720352877
5680.7,0.643442262799511
5682.7,10.7933070972818
5685.7,9.33679870554742
5687.7,1.64257219530732
5690.7,5.41703762658915
5692.7,10.9597371336619
5695.7,6.0811822368921
5697.7,1.67859395864357
5700.7,6.14704691905473
5702.7,24.1539739556493
5705.7,32.5114838504994
5707.7,30.3422835928398
5710.7,32.1821456158271
5712.7,15.9186718997956
5715.7,20.488186636951
5717.7,16.6798228525597
5720.7,6.01759473859474
5722.7,5.75821273839578
5725.7,14.6085236536267
5727.7,11.5440564452989
5730.7,23.6719286973987
5732.7,13.8169642879944
5735.7,24.384469662871
5737.7,20.016589089859
5740.7,26.7179283858985
5742.7,17.6484330260112
5745.7,18.3179831056616
5747.7,14.1638545118107
5750.8,28.1033917783935
5752.8,33.7466280379245
5755.8,37.9600035647555
5757.8,29.3341694877562
5760.8,34.4441206392629
5762.8,27.3827159560255
5765.8,37.8767604568227
5767.8,34.1412401361075
5770.8,40.5426360823599
5772.8,37.8665821430329
5775.8,53.6552295095842
5777.8,51.0711407703093
5780.8,60.7979094953071
5782.8,89.7673642771318
5785.8,87.0243556020756
5787.8,98.0933874444151
5790.8,94.2944689697568
5792.8,94.5148620002198
5795.8,90.5381658101788
5797.8,82.2098460409215
5800.8,66.4419702257836
5802.8,62.6679835800687
5805.8,64.305215953821
5807.8,51.3409258975514
5810.8,49.0815757937769
5812.8,43.9969183600335
5815.8,35.5500144725884
5817.8,24.2840786237972
5820.8,26.3125095348591
5822.8,31.5227223016464
5825.8,20.2263949441088
5827.8,28.1905357785503
5830.8,19.8887396863931
5832.8,11.1682275688062
5835.8,16.6303320579059
5837.8,8.47893405163757
5840.8,11.0379539605519
5842.8,11.6958356393718
5845.8,8.51141739078493
5847.8,9.25447829847429
5850.9,13.4505697871194
5852.9,5.1125960310173
5855.9,9.82818607967958
5857.9,1.72508966044125
5860.9,4.18337914014266
5862.9,10.7023660840756
5865.9,0.767963256801447
5867.9,17.0402927393939
5870.9,6.3726116497027
5872.9,10.494840785232
5875.9,0.553563312046285
5877.9,0.470424191300052
5880.9,5.61936650511879
5882.9,0.715739299804974
5885.9,11.4115911744466
5887.9,9.45023445343134
5890.9,-0.0383075944586686
5892.9,15.1681952918351
5895.9,24.4705520461523
5897.9,11.3416596210465
5900.9,17.0354756622292
5902.9,0.263923775304878
5905.9,2.11294520824633
5907.9,9.91375704458742
5910.9,5.49395643086134
5912.9,2.49657990532859
5915.9,13.4724969081889
5917.9,7.80976895914346
5920.9,4.16028105770041
5922.9,2.35014022215508
5925.9,3.23499913051623
5927.9,4.42334459024937
5930.9,7.32127593250592
5932.9,4.58263475345056
5935.9,2.99288068103745
5937.9,-0.800264762401266
5940.9,1.82114868477439
5942.9,2.75654788369897
5945.9,-8.84402895103955
5947.9,10.380770039216
5951,16.5556137581304
5953,-2.90646604173287
5956,-2.9390412155472
5958,6.31283227764337
5961,-1.12469239186364
5963,-1.15964920698516
5966,5.51047826221665
5968,-14.3000943592341
5971,0.899141008186256
5973,-5.56703769369891
5976,1.08073811247917
5978,10.378557580061
5981,-2.077880060159
5983,6.85908134970106
5986,-2.26887775187522
5988,-5.4452074108725
5991,-1.32066470248663
5993,-6.72692940783021
5996,-6.43577869159001
5998,2.35444449197992
